video_id,title,published_at,views,likes,comments,year,league,engagement_rate,snapshot_date
7vi53tsGjqM,Angel McCoughtry and Tiffany Hayes Combine for 40 PTS vs. Sky,2018-08-04 05:08:21+00:00,3732,55,2,2018,WNBA,0.0153,2026-05-26T15:33:24.987933
fng192iIbOw,Candace Parker&#39;s Double-Double Lifts Sparks Past Lynx,2018-08-03 06:23:03+00:00,24752,415,31,2018,WNBA,0.018,2026-05-26T15:33:24.987933
WKC1cyNPf8Y,"Liz Cambage Drops HUGE 37 PTS, 9 REB vs. Fever",2018-08-03 06:22:35+00:00,9182,104,10,2018,WNBA,0.0124,2026-05-26T15:33:24.987933
UMWVU1yVjU0,Cappie Pondexter Scores 18 PTS vs. Wings,2018-08-03 06:22:00+00:00,856,17,4,2018,WNBA,0.0245,2026-05-26T15:33:24.987933
b_DY_93l2kI,"Diana Taurasi Drops Season-High 37 PTS, 9 AST vs. Aces",2018-08-02 05:26:50+00:00,5966,134,12,2018,WNBA,0.0245,2026-05-26T15:33:24.987933
rZSr3TnzQic,Player of the Month Highlights: Tiffany Hayes!,2018-08-02 02:52:45+00:00,4412,74,3,2018,WNBA,0.0175,2026-05-26T15:33:24.987933
u7l6QG10qy0,Player of the Month Highlights: Breanna Stewart,2018-08-02 02:52:41+00:00,23642,241,21,2018,WNBA,0.0111,2026-05-26T15:33:24.987933
wPaV683gf1c,Rookie of the Month Highlights: A&#39;ja Wilson!,2018-08-02 02:52:20+00:00,7969,127,9,2018,WNBA,0.0171,2026-05-26T15:33:24.987933
z2ax41T61UA,"Courtney Williams Scores HUGE Stat Line (17 PTS, 8 REB, 6 AST) vs. Liberty",2018-08-02 02:51:48+00:00,1476,25,2,2018,WNBA,0.0183,2026-05-26T15:33:24.987933
itEHgX0ls6A,Jonquel Jones Drops 21 PTS Off The Bench For Sun,2018-08-02 02:50:18+00:00,789,11,0,2018,WNBA,0.0139,2026-05-26T15:33:24.987933
07euxWw3CGY,Best of Courtney Vandersloot&#39;s Historic 50 AST Over Four Games,2018-08-01 06:36:39+00:00,1580,46,2,2018,WNBA,0.0304,2026-05-26T15:33:24.987933
w_1uxCuh96c,Jewell Loyd Goes OFF For 29 PTS In Storm Win,2018-08-01 06:36:03+00:00,977,28,1,2018,WNBA,0.0297,2026-05-26T15:33:24.987933
DjWF3TRWH7g,"Liz Cambage Scores 33 PTS, 13 REB vs. Sky",2018-08-01 06:35:35+00:00,12208,163,14,2018,WNBA,0.0145,2026-05-26T15:33:24.987933
0jDBbfWi9hU,Courtney Vandersloot Notches Monster 14 AST vs. Wings,2018-08-01 06:35:09+00:00,516,18,1,2018,WNBA,0.0368,2026-05-26T15:33:24.987933
iU0lGaobfuY,Elena Delle Donne Drops HUGE Double-Double vs. Dream,2018-08-01 06:34:25+00:00,3000,75,4,2018,WNBA,0.0263,2026-05-26T15:33:24.987933
SZkr_lT6hrg,Sue Bird Drops 8 Assists In Record-Setting 11th All-Star Game Appearance,2018-07-29 00:26:52+00:00,3590,65,2,2018,WNBA,0.0187,2026-05-26T15:33:24.987933
vNWV0_RBQmI,All-Star 3-PT Shooting Contestants Highlight Mix,2018-07-27 02:12:59+00:00,994,25,2,2018,WNBA,0.0272,2026-05-26T15:33:24.987933
XG51TFb7KV4,All-Star Captains Mix: EDD &amp; Candace Parker,2018-07-27 02:11:08+00:00,1397,58,4,2018,WNBA,0.0444,2026-05-26T15:33:24.987933
Ot2hAg27gwk,Sue Bird&#39;s Career All-Star Highlight Mix,2018-07-27 02:02:50+00:00,98268,925,220,2018,WNBA,0.0117,2026-05-26T15:33:24.987933
nqrnyzgViEQ,Angel McCoughtry with 19 Points vs.  Los Angeles Sparks,2018-07-25 05:17:08+00:00,719,19,7,2018,WNBA,0.0362,2026-05-26T15:33:24.987933
b5FRRMSl5_A,"Tina Charles (35 PTS, 15 REB) and Sylvia Fowles (27 PTS, 11 REB) Duel As Lynx Defeat Liberty",2018-07-25 05:11:35+00:00,1730,32,3,2018,WNBA,0.0202,2026-05-26T15:33:24.987933
YyzFOtgnYoA,Jonquel Jones Drops 23 PTS in Connecticut Win Over Mystics,2018-07-25 05:07:25+00:00,267,11,0,2018,WNBA,0.0412,2026-05-26T15:33:24.987933
1FPU1n0m6QA,"Breanna Stewart Scores 26 PTS, 10 REB vs. Fever",2018-07-25 05:06:48+00:00,2351,42,1,2018,WNBA,0.0183,2026-05-26T15:33:24.987933
_Kbvnd4-kzg,3-Point Contest Participant: Renee Montgomery,2018-07-24 19:44:33+00:00,530,20,0,2018,WNBA,0.0377,2026-05-26T15:33:24.987933
fTwNQKoiHsI,3-Point Contest Participant: Kristi Toliver,2018-07-24 19:39:06+00:00,1065,23,4,2018,WNBA,0.0254,2026-05-26T15:33:24.987933
YSZEnybh8dE,3-Point Contest Participant: Kelsey Mitchell,2018-07-24 19:32:18+00:00,495,14,2,2018,WNBA,0.0323,2026-05-26T15:33:24.987933
Q2mWFSnr2Js,3-Point Contest Participant: Jewell Loyd,2018-07-24 19:26:41+00:00,697,32,1,2018,WNBA,0.0473,2026-05-26T15:33:24.987933
eiaaS9v4Bp4,3-Point Contest Participant: Allie Quigley,2018-07-24 19:20:23+00:00,1504,36,4,2018,WNBA,0.0266,2026-05-26T15:33:24.987933
nvFvMsiXLlU,3-Point Contest Participant: Kayla McBride,2018-07-24 19:14:39+00:00,1620,50,2,2018,WNBA,0.0321,2026-05-26T15:33:24.987933
k8KFm5roDDI,Elena Delle Donne Scores 30 Points in Win Over Liberty,2018-07-21 22:31:53+00:00,3652,98,11,2018,WNBA,0.0298,2026-05-26T15:33:24.987933
1kvq7zpK2Z4,Jewell Loyd Records A Season-High 31-Points Against Connecticut!,2018-07-21 21:14:17+00:00,1111,37,2,2018,WNBA,0.0351,2026-05-26T15:33:24.987933
HIIHlSJ32EA,Courtney Vandersloot&#39;s Record 15 Assists Against Dallas,2018-07-21 14:33:41+00:00,778,38,4,2018,WNBA,0.054,2026-05-26T15:33:24.987933
9Wv56DK0AIc,LaToya Sanders Tallies Career-High 25 PTS vs. Wings,2018-07-20 07:09:42+00:00,1365,32,3,2018,WNBA,0.0256,2026-05-26T15:33:24.987933
9gtKNuTNDBg,Kristi Toliver Dishes Season-High 9 AST vs. Wings,2018-07-20 07:07:41+00:00,476,21,4,2018,WNBA,0.0525,2026-05-26T15:33:24.987933
0xVeZcoKWG8,Renee Montgomery Drops Career-High 7 Three&#39;s vs. Liberty,2018-07-20 07:03:56+00:00,1654,32,3,2018,WNBA,0.0212,2026-05-26T15:33:24.987933
17miyTIxJzs,Kayla McBride Scores 27 Points vs. Phoenix Mercury,2018-07-20 07:03:54+00:00,686,24,1,2018,WNBA,0.0364,2026-05-26T15:33:24.987933
gRXr5xMs71c,Kayla McBride and Diana Taurasi Duel As Aces Narrowly Defeat Mercury,2018-07-20 06:58:36+00:00,3577,61,3,2018,WNBA,0.0179,2026-05-26T15:33:24.987933
miJ4FkCDqto,Team Delle Donne Highlights All-Star Game 2018,2018-07-20 00:15:08+00:00,1318,40,6,2018,WNBA,0.0349,2026-05-26T15:33:24.987933
T9thom8eEMc,Sylvia Fowles Records Season-High 30 Points vs. Fever,2018-07-18 19:53:49+00:00,921,26,3,2018,WNBA,0.0315,2026-05-26T15:33:24.987933
0OrKAvpMoh8,Tiffany Hayes Nails GAME-WINNER From Beyond Halfcourt vs. Sun,2018-07-18 02:32:23+00:00,5976,134,23,2018,WNBA,0.0263,2026-05-26T15:33:24.987933
KE5bZ_sjGSM,Liz Cambage&#39;s 53 Points Sets NEW Record For Points In A Single-Game!,2018-07-17 21:36:41+00:00,32448,470,61,2018,WNBA,0.0164,2026-05-26T15:33:24.987933
YxylchACa9A,"Candace Parker Posts 34 Points, 11 Rebounds, 9 Assists vs. Aces",2018-07-16 02:25:32+00:00,7182,168,19,2018,WNBA,0.026,2026-05-26T15:33:24.987933
CvIpUyfIlc8,Brittney Griner Drops Season-High 36 Points vs. Fever,2018-07-16 02:25:05+00:00,2086,67,7,2018,WNBA,0.0355,2026-05-26T15:33:24.987933
ZNypa2TVfiQ,Shavonte Zellous Drills Game-Winning Three At The Buzzer!,2018-07-12 00:42:15+00:00,2053,56,5,2018,WNBA,0.0297,2026-05-26T15:33:24.987933
Gw0cI16gVWM,"Sylvia Fowles scores 20 PTS, 10 REB vs. Fever",2018-07-12 00:38:03+00:00,572,32,4,2018,WNBA,0.0629,2026-05-26T15:33:24.987933
0SRadn59Ows,New York Liberty vs. Connecticut Sun Ends in Thrilling Fashion,2018-07-12 00:36:39+00:00,1765,39,2,2018,WNBA,0.0232,2026-05-26T15:33:24.987933
bL9ID6C8PfA,"McCoughtry, Breland, Montgomery, and Hayes combine for 89 points vs. Mystics",2018-07-12 00:32:25+00:00,689,35,2,2018,WNBA,0.0537,2026-05-26T15:33:24.987933
xys7XWoQNWo,"Sue Bird Milestones To Reach 6,000 Career Points",2018-07-10 16:01:26+00:00,3182,83,4,2018,WNBA,0.0273,2026-05-26T15:33:24.987933
FEjYdH7wqS8,Sue Bird Becomes Storm&#39;s All-Time Leading Scorer,2018-07-09 01:22:23+00:00,1817,75,9,2018,WNBA,0.0462,2026-05-26T15:33:24.987933
1e-84SL75cI,Skylar Diggins-Smith Explodes For 32 Points vs. Liberty,2018-07-08 21:22:41+00:00,6009,121,4,2018,WNBA,0.0208,2026-05-26T15:33:24.987933
eKtTwWzTpx4,Breanna Stewart with 29 Points vs  Atlanta Dream,2018-07-07 22:23:31+00:00,1808,52,2,2018,WNBA,0.0299,2026-05-26T15:33:24.987933
CAUcNRDdwu4,Kayla McBride with 28 Points vs  Chicago Sky,2018-07-07 22:20:55+00:00,1485,59,5,2018,WNBA,0.0431,2026-05-26T15:33:24.987933
0s3gbUUzTbI,Sylvia Fowles with 27 Points vs  Los Angeles Sparks,2018-07-07 22:16:20+00:00,755,24,1,2018,WNBA,0.0331,2026-05-26T15:33:24.987933
xtINa0s2jEA,Azurá Stevens with 26 Points vs  Indiana Fever,2018-07-07 22:15:55+00:00,1546,34,3,2018,WNBA,0.0239,2026-05-26T15:33:24.987933
aGUJWhEJoPI,Elena Delle Donne with 21 Points vs.  New York Liberty,2018-07-07 22:15:55+00:00,1397,44,3,2018,WNBA,0.0336,2026-05-26T15:33:24.987933
aQEOJfMOfps,Diana Taurasi Scores 25 Points in Win Over Sun,2018-07-06 16:08:16+00:00,3306,74,3,2018,WNBA,0.0233,2026-05-26T15:33:24.987933
AadKyCiHD6k,Top 5 Plays from June,2018-07-03 16:58:21+00:00,1289,51,6,2018,WNBA,0.0442,2026-05-26T15:33:24.987933
iE154aXlx-w,"Nneka Ogwumike (20 PTS, 11 REB) Leads Sparks to Victory",2018-06-18 02:46:38+00:00,2197,66,5,2018,WNBA,0.0323,2026-05-26T15:33:24.987933
aqfq6ZRB_Po,Top Plays From Phoenix Mercury&#39;s 7-Game Win Streak,2018-06-17 05:24:38+00:00,2133,69,11,2018,WNBA,0.0375,2026-05-26T15:33:24.987933
iuf-ze0DrgE,Watch Me Work 3.0 – Elizabeth Williams,2018-06-13 15:10:22+00:00,1160,34,1,2018,WNBA,0.0302,2026-05-26T15:33:24.987933
AwJWv0EjyBI,Watch Me Work 3.0 – Elizabeth Williams,2018-06-13 15:10:08+00:00,347,12,0,2018,WNBA,0.0346,2026-05-26T15:33:24.987933
T7jfsFqn5a4,Watch Me Work 3.0 – Elizabeth Williams,2018-06-13 15:10:04+00:00,623,16,0,2018,WNBA,0.0257,2026-05-26T15:33:24.987933
79olQTK7Mb4,Watch Me Work 3.0 – Elizabeth Williams,2018-06-13 15:09:54+00:00,240,11,1,2018,WNBA,0.05,2026-05-26T15:33:24.987933
xVHUrwqScYw,Watch me Work 3.0 – Candice Dupree,2018-06-13 15:00:51+00:00,901,25,0,2018,WNBA,0.0277,2026-05-26T15:33:24.987933
61fvzCl8_YI,Watch me Work 3.0 – Candice Dupree,2018-06-13 15:00:36+00:00,544,12,0,2018,WNBA,0.0221,2026-05-26T15:33:24.987933
12WuRlhLR98,Watch me Work 3.0 – Candice Dupree,2018-06-13 15:00:03+00:00,1138,35,0,2018,WNBA,0.0308,2026-05-26T15:33:24.987933
uYUNoxot194,Watch Me Work 3.0 – Sylvia Fowles,2018-06-12 18:16:20+00:00,1890,53,2,2018,WNBA,0.0291,2026-05-26T15:33:24.987933
wUaFBvts6IA,Watch Me Work 3.0 – Sylvia Fowles,2018-06-12 18:15:59+00:00,400,26,2,2018,WNBA,0.07,2026-05-26T15:33:24.987933
lq1BFaEshho,Watch Me Work 3.0 – Sylvia Fowles,2018-06-12 18:15:38+00:00,611,24,3,2018,WNBA,0.0442,2026-05-26T15:33:24.987933
QXLbwP-07Co,Watch Me Work 3.0 – Sylvia Fowles,2018-06-12 18:14:34+00:00,824,22,2,2018,WNBA,0.0291,2026-05-26T15:33:24.987933
zg4cilSsDcA,"Brittney Griner Blocks 7 Shots, Adds 19 Points &amp; 15 Boards vs. Aces",2018-06-11 01:16:29+00:00,3910,92,6,2018,WNBA,0.0251,2026-05-26T15:33:24.987933
ZGz2xywERhg,Sugar Rodgers Catches Fire With 5 Three-Pointers vs. Fever,2018-06-10 21:34:01+00:00,1334,42,3,2018,WNBA,0.0337,2026-05-26T15:33:24.987933
xP-AY1Dch3g,Breanna Stewart Talks Mother&#39;s Graduation On ESPN2,2018-06-08 15:29:55+00:00,1130,32,1,2018,WNBA,0.0292,2026-05-26T15:33:24.987933
l1IvNZ0yS-g,Best of Connecticut Sun&#39;s 5-0 Start,2018-06-06 14:03:23+00:00,789,39,3,2018,WNBA,0.0532,2026-05-26T15:33:24.987933
OmGde9WmHs8,Top 3 Plays From This Week (June 5),2018-06-05 17:48:58+00:00,1514,51,4,2018,WNBA,0.0363,2026-05-26T15:33:24.987933
iu0w9v-dJtY,A&#39;ja Wilson Scores 26 Points &amp; 12 Rebounds As Aces Secure First Franchise Win,2018-06-02 05:12:03+00:00,13206,231,26,2018,WNBA,0.0195,2026-05-26T15:33:24.987933
9hsBlC1cXxo,Diana Taurasi Scores Season-High 29 In Win Over Lynx,2018-06-02 02:54:57+00:00,10778,173,16,2018,WNBA,0.0175,2026-05-26T15:33:24.987933
f3KMWbyYN-0,Kristi Toliver Drops Season-High 30 Points vs. Mercury,2018-05-31 04:37:33+00:00,3671,104,11,2018,WNBA,0.0313,2026-05-26T15:33:24.987933
3qQ37iXfLFE,Tina Charles Erupts With 34 Points and 10 Rebounds In Liberty Thriller,2018-05-30 03:01:54+00:00,3137,72,5,2018,WNBA,0.0245,2026-05-26T15:33:24.987933
3qQ37iXfLFE,Tina Charles Erupts With 34 Points and 10 Rebounds In Liberty Thriller,2018-05-30 03:01:54+00:00,3137,72,5,2018,WNBA,0.0245,2026-05-26T15:33:24.987933
FADRwaCDkqo,Alyssa Thomas Scores Game-High 21 Points vs. Fever,2018-05-27 02:32:01+00:00,1966,61,5,2018,WNBA,0.0336,2026-05-26T15:33:24.987933
FADRwaCDkqo,Alyssa Thomas Scores Game-High 21 Points vs. Fever,2018-05-27 02:32:01+00:00,1966,61,5,2018,WNBA,0.0336,2026-05-26T15:33:24.987933
POqmPSGfcnw,Nneka (19 PTS) and Chiney Ogwumike (18 PTS) Duel in Connecticut,2018-05-25 03:21:17+00:00,11998,179,14,2018,WNBA,0.0161,2026-05-26T15:33:24.987933
POqmPSGfcnw,Nneka (19 PTS) and Chiney Ogwumike (18 PTS) Duel in Connecticut,2018-05-25 03:21:17+00:00,11998,179,14,2018,WNBA,0.0161,2026-05-26T15:33:24.987933
h7AToy-8mNU,"Sylvia Fowles (23 PTS, 20 REB, 5 STL) Makes History vs. Wings",2018-05-24 07:14:43+00:00,2938,91,14,2018,WNBA,0.0357,2026-05-26T15:33:24.987933
h7AToy-8mNU,"Sylvia Fowles (23 PTS, 20 REB, 5 STL) Makes History vs. Wings",2018-05-24 07:14:43+00:00,2938,91,14,2018,WNBA,0.0357,2026-05-26T15:33:24.987933
DIQv5knztD8,Elena Delle Donne Drops 23 Points in Win Over Aces,2018-05-23 03:19:12+00:00,6910,151,10,2018,WNBA,0.0233,2026-05-26T15:33:24.987933
DIQv5knztD8,Elena Delle Donne Drops 23 Points in Win Over Aces,2018-05-23 03:19:12+00:00,6910,151,10,2018,WNBA,0.0233,2026-05-26T15:33:24.987933
cFc4G25PRcQ,Fantastic Finish: Sparks and Lynx Go Head-To-Head In 2018 Opener!,2018-05-20 23:22:10+00:00,13269,215,18,2018,WNBA,0.0176,2026-05-26T15:33:24.987933
cFc4G25PRcQ,Fantastic Finish: Sparks and Lynx Go Head-To-Head In 2018 Opener!,2018-05-20 23:22:10+00:00,13269,215,18,2018,WNBA,0.0176,2026-05-26T15:33:24.987933
I-U5SMZlqJ0,Watch Chelsea Gray Beat The Buzzer To Open 2018 Season For The Sparks!,2018-05-20 23:13:13+00:00,4259,104,14,2018,WNBA,0.0277,2026-05-26T15:33:24.987933
I-U5SMZlqJ0,Watch Chelsea Gray Beat The Buzzer To Open 2018 Season For The Sparks!,2018-05-20 23:13:13+00:00,4259,104,14,2018,WNBA,0.0277,2026-05-26T15:33:24.987933
GoSN2ByQRTg,Elena Delle Donne Dishes A Career-High 7 Assists To Go Along With 13 Points In 2018 Opener!,2018-05-20 22:33:58+00:00,3731,85,6,2018,WNBA,0.0244,2026-05-26T15:33:24.987933
GoSN2ByQRTg,Elena Delle Donne Dishes A Career-High 7 Assists To Go Along With 13 Points In 2018 Opener!,2018-05-20 22:33:58+00:00,3731,85,6,2018,WNBA,0.0244,2026-05-26T15:33:24.987933
VDij7x9QIdw,Skylar Diggins-Smith Goes For 25 points To Open The 2018 Season!,2018-05-20 22:27:24+00:00,19499,318,31,2018,WNBA,0.0179,2026-05-26T15:33:24.987933
VDij7x9QIdw,Skylar Diggins-Smith Goes For 25 points To Open The 2018 Season!,2018-05-20 22:27:24+00:00,19499,318,31,2018,WNBA,0.0179,2026-05-26T15:33:24.987933
u6gVFBes7kk,"Diana Taurasi Drops 26, Surpasses 1,000 Career 3s in Season-Opening Win",2018-05-19 06:18:46+00:00,6456,153,17,2018,WNBA,0.0263,2026-05-26T15:33:24.987933
u6gVFBes7kk,"Diana Taurasi Drops 26, Surpasses 1,000 Career 3s in Season-Opening Win",2018-05-19 06:18:46+00:00,6456,153,17,2018,WNBA,0.0263,2026-05-26T15:33:24.987933
szpzRUn1AOA,Recap: USAB Training Camp &amp; Exhibition in Seattle,2018-05-17 20:47:13+00:00,1044,34,1,2018,WNBA,0.0335,2026-05-26T15:33:24.987933
szpzRUn1AOA,Recap: USAB Training Camp &amp; Exhibition in Seattle,2018-05-17 20:47:13+00:00,1044,34,1,2018,WNBA,0.0335,2026-05-26T15:33:24.987933
k1mfK7spK2I,Skylar Diggins-Smith Puts in Work in Offseason,2018-05-17 20:39:49+00:00,9250,164,13,2018,WNBA,0.0191,2026-05-26T15:33:24.987933
k1mfK7spK2I,Skylar Diggins-Smith Puts in Work in Offseason,2018-05-17 20:39:49+00:00,9250,164,13,2018,WNBA,0.0191,2026-05-26T15:33:24.987933
DarEG-A2UTQ,Brittney Griner Throws Down Dunk in Preseason Action,2018-05-13 04:57:46+00:00,8062,141,14,2018,WNBA,0.0192,2026-05-26T15:33:24.987933
Yitge-Yiv14,"Maya Moore, Sylvia Fowles Combine For 32 Points vs. Sky",2018-05-13 04:57:32+00:00,4050,82,23,2018,WNBA,0.0259,2026-05-26T15:33:24.987933
Yitge-Yiv14,"Maya Moore, Sylvia Fowles Combine For 32 Points vs. Sky",2018-05-13 04:57:32+00:00,4050,82,23,2018,WNBA,0.0259,2026-05-26T15:33:24.987933
jvZ5qHgnXPM,Watch Me Work 3.0 – Stefanie Dolson,2018-05-11 14:01:45+00:00,1710,39,2,2018,WNBA,0.024,2026-05-26T15:33:24.987933
jvZ5qHgnXPM,Watch Me Work 3.0 – Stefanie Dolson,2018-05-11 14:01:45+00:00,1710,39,2,2018,WNBA,0.024,2026-05-26T15:33:24.987933
UHdV-MIPfKI,Watch Me Work 3.0 – Stefanie Dolson,2018-05-11 14:01:24+00:00,719,20,1,2018,WNBA,0.0292,2026-05-26T15:33:24.987933
UHdV-MIPfKI,Watch Me Work 3.0 – Stefanie Dolson,2018-05-11 14:01:24+00:00,719,20,1,2018,WNBA,0.0292,2026-05-26T15:33:24.987933
iXteCuvBGPg,Watch Me Work 3.0 – Stefanie Dolson,2018-05-11 14:01:05+00:00,7431,143,5,2018,WNBA,0.0199,2026-05-26T15:33:24.987933
iXteCuvBGPg,Watch Me Work 3.0 – Stefanie Dolson,2018-05-11 14:01:05+00:00,7431,143,5,2018,WNBA,0.0199,2026-05-26T15:33:24.987933
Z-ShoxPbu2U,Watch Me Work 3.0 – Stefanie Dolson,2018-05-11 14:00:10+00:00,626,17,0,2018,WNBA,0.0272,2026-05-26T15:33:24.987933
Z-ShoxPbu2U,Watch Me Work 3.0 – Stefanie Dolson,2018-05-11 14:00:10+00:00,626,17,0,2018,WNBA,0.0272,2026-05-26T15:33:24.987933
B7Fa22lSA6c,"Breanna Stewart, Jewell Loyd Score 15 Apiece vs. Mercury",2018-05-09 00:10:19+00:00,3478,79,2,2018,WNBA,0.0233,2026-05-26T15:33:24.987933
B7Fa22lSA6c,"Breanna Stewart, Jewell Loyd Score 15 Apiece vs. Mercury",2018-05-09 00:10:19+00:00,3478,79,2,2018,WNBA,0.0233,2026-05-26T15:33:24.987933
eLomKI5uLDo,Azura Stevens Scores 19 Points in Preseason Debut,2018-05-08 01:20:30+00:00,8502,170,16,2018,WNBA,0.0219,2026-05-26T15:33:24.987933
wW7SQBk9fDU,Minnesota&#39;s Lindsay Whalen &amp; Jeff Teague Break Down Point Guard Play,2018-05-04 15:04:18+00:00,8011,147,7,2018,WNBA,0.0192,2026-05-26T15:33:24.987933
5XZNa01CWQ8,No. 1 Pick A&#39;ja Wilson Receives Surprise Congratulations From Blake Griffin,2018-04-13 20:36:34+00:00,17503,365,23,2018,WNBA,0.0222,2026-05-26T15:33:24.987933
oLvIn8EvhiQ,Watch Me Work 3.0 – Skylar Diggins-Smith (TRT- 0:30),2018-04-11 16:03:23+00:00,2201,48,1,2018,WNBA,0.0223,2026-05-26T15:33:24.987933
SwsFoY3WlEc,Watch Me Work 3.0 – Skylar Diggins-Smith (TRT- 0:06),2018-04-11 16:03:04+00:00,967,20,0,2018,WNBA,0.0207,2026-05-26T15:33:24.987933
bqMKqrYC8Mg,Watch Me Work 3.0 – Skylar Diggins-Smith (TRT- 0:15),2018-04-11 16:02:43+00:00,992,28,0,2018,WNBA,0.0282,2026-05-26T15:33:24.987933
9tpy5kStVcM,Watch Me Work 3.0 – Skylar Diggins-Smith,2018-04-11 15:33:55+00:00,10805,215,17,2018,WNBA,0.0215,2026-05-26T15:33:24.987933
6Mt6kDi9EOI,Connecticut Sun: Best Plays of the 2017 Season,2018-04-07 12:49:48+00:00,2127,47,1,2018,WNBA,0.0226,2026-05-26T15:33:24.987933
_VB-2Lnfp8k,New York Liberty: Best of 2017 Season,2018-04-07 12:49:33+00:00,2293,41,1,2018,WNBA,0.0183,2026-05-26T15:33:24.987933
wiLMpBxVX_s,USA Basketball Camp: Behind the Scenes at Practice,2018-02-14 22:27:25+00:00,18467,289,18,2018,WNBA,0.0166,2026-05-26T15:33:24.987933
ij3nCu3NuGo,Behind the Scenes: Sylvia Fowles vs. Breanna Stewart in China,2018-01-29 17:16:44+00:00,9420,140,7,2018,WNBA,0.0156,2026-05-26T15:33:24.987933
ZmovpA4VfdY,24 Seconds With Natalie Achonwa,2018-01-22 19:59:20+00:00,2080,53,5,2018,WNBA,0.0279,2026-05-26T15:33:24.987933
-AhwGq_XMww,24 Seconds With Allisha Gray,2018-01-22 19:58:43+00:00,4548,96,4,2018,WNBA,0.022,2026-05-26T15:33:24.987933
fMmPNlF5FiA,PostUp: Imani McGee-Stafford,2018-01-16 21:14:39+00:00,1138,16,4,2018,WNBA,0.0176,2026-05-26T15:33:24.987933
Cg4ig4YSDSw,PostUp: Skylar Diggins-Smith,2018-01-16 21:09:09+00:00,2598,61,15,2018,WNBA,0.0293,2026-05-26T15:33:24.987933
